post,tema,topic
httpswwwxxzmagazincommiroslavmikaanticsubota miroslav mika antić subota,umetnost,2
 mikine pesme internetu imate čast pročitate ovom forumu lol… miroslav mika antić – igračke – sećanje geometrija tečnih kristala detinjstva doba nismo živeli okoštalim dušama navikli stalni bol imali misli krilate mirisave bistrije glavama lutaka eto zašto ponekad iskliznem naglo ličim nekakvog ozbiljnog važnog tatu pravim okolo gluposti kojih ti crveniš misliš ja misliš lako mama umesto nežna pažljiva mama onako majke deca budilo poljupcem a sanjivim gunđanjem mama tada polako tvojim očima razbija skupocene posude ispuštene nepažnjom nikada ničim slepiti čitava srca mame posečenoj zenici misliš misliš lako čudna sadašnjost prolazna predsoblje živimo prošlosti mučenju obnavljanja vi dalekoj budućnosti kroz plime oseke nade jedni drugi neprekidno prisutni polupraznoj stvarnosti duva svih strana postoji glupi izgovor najveća ljubav između zarastemo daljinama ruke izduže čežnje drugima čežnje drugih ja verujem jedno sigurno kog grle postaje bezobličan budi oprezan veruj navodimo misli umekšati gorko priznanje vidiš nudimo ti slobodu kojoj pravo bezbroj naših mišljenja slobodu kojoj ogroman izbor poslušnosti ni veruj previše poslednji čovek ostane svetu dvojica drugog varati podetinje tetke pretpotopskih vremena kenjkave usedelice braon ovalnih slika snimljenih čast odlaska prvi bal poselo školu igranja uzalud sanjale zapleše tango lagani vals učitelj poštar trgovac apotekar oficir šef stanice ostave im žute spomenare cvet presuje petšest tupavih stihova misliš znaju misliš im lako tinja gorak rskavičav ritam nekakav jecaj slobude nekakva ogromna potreba potpuno izgube uobrazilji ogledala tamnica a igračka pokrivaju maramom okreću zidu niko primeti napukli grč samoće zažmure zamene izmišljenim sobom plove uz muziku starih gramofona kroz najstvarnije svetove nestvarne mašte velika igra umeti upotrebljavati neupotrebljive misli a veća igra usuditi živeti neupotrebljiv život tetke pamte prošlost ožiljke prošlosti ljudi zaboravni poznim godinama pamte ni celo trenutke ostalo izmišljaju govore nečemu žele a dogodilo događa takve zatekneš odmakni prstima nemoj povrediti čini liči razvodnjavanje vode ubićeš nehotice njihove tihe tajne pokidaćeš im krpice kriju očima razvezaćeš nevinost njihovih svilenih mašnica upletenih kosu izgubile nepažnjom svoju veru vera namerno grubo izgubila podetinje strogi ukrućeni ujaci nose gornjem džepu svilenu maramicu farbaju sede brkove satima nagvaždaju eh a dobra nepovratna vremena služili konjicu ratnu mornaricu sede mrtvi slavni dišu istoriju a oku im tinjaju baklje požari ratova zaboli ni nos ni srce negde prikrajka pamtili događa pravi ratnici ćute svet najglasnije umrli ti nadživeli sunce dopire nepoznate tame okeanskih dubina ni reči tih ujaka dosežu svoj um ti stalno prebacuju a pitaju krivica uma dovoljno plitak krivica svetlosti prodorniju moć čuvaj tvrdi kazano zauvek bake podetinje obavezno zaborave svršetak bajke započete ti uporno pričaju iako proletos lični džeparac lične brige nemire ličnu prvu ljubav znaš nadrastaš bajke isuviše stvarne a deda podetinji lupa kašikom mljacka krompir pire viče deca postala nemoguća doći smak sveta nova deca ličila smak sveta ličiti godine poklope vidiš talože nova deca polako postaju stara deca probaj budeš pokušaj ostariš čovek dvaput nevin životu smrti nisi ti nećeš ni vreme vreme oslovljavam imenom osmehom nestrpljivo zoveš odrasti imati prava imati slobode birati nalik san kog probudili izbezumljeni čuđenja uverljiv a javi izgleda neozboljan besmislen bismo menjali valjda nekakve tuge nekakve pakosti ovu slamnastu kosu vaših trinaest čupavih nepodšišanih godina život biste pristali vam noseve stavimo preskupe naočari pozlaćenim okvirima a vi date klackalice ljuljaške ličite nosite džepu cigarete ključeve odlazite posao vam prija ukus kafe saharinom lečite kostobolju merite pritisak jedva shvatate decu jedva umemo shvatimo a večito vrištite detinjstvom samima budete jedine igračke postoje prazna mesta bele ranice vremena nedovoljni strani setimo cmačemo kinjimo mučimo mazimo a vi kolutate očima glupave lutke poslušno klimate glavama smešni pajaci podnosite mudro prezirete pomalo stvari istina roditelje izabrati ti tata jablan ispod prozora strpljenja tobom šapuće tajne ti mama oblak nebu sleti jastuk mekše snu rod ti okeani putevi ptice reke trave prezivati po onoj strani sveta najviše voliš po godišnjim dobima zvuku vetra svetlosti misliš ja misliš lako umor prolazan on težinu neba doliva zvezda nad nekim starim krovom nekoj granatoj krošnji vrhu nekog grebena dodiruje vrh vida tame prastarog neba živi sjaj mrtvih prošlosti uporno opominje pozlatom pradavnog šapata počinje ni završiti budeš prebirao ti ostavio uspomenu nasleđe videćeš uzalud sklapam oči gaze sazvežđa nebo crnje siromašnije jednu mrtvu zvezdu njenu davno poslatu poruku njenu svetlost nad nekim starim krovom nekoj granatoj krošnji vrhu nekog grebena buduća planeta ključa pramagle unapred umorna mog tvog umora znaš zašto ponekad gubimo ozbiljnost ozbiljnog smešno smejemo imitiramo beskraj stenjemo straha gladni dobrote nežnosti kupili uz put radnji igračke a stvarali danima najlepših vidika pene najčistih potoka mekote pahuljica navijamo dušmanski zasitimo pet deset minuta negde bacimo virite ispod stola samujete ćošku smetate pred gostima nikako umete budete nevidljivi ostavimo vratimo prezaposlenim žurbama izgužvanom gunđanju svojim naboranim ustajalim danima zašto jeziku svih odraslih zovu dalje uporno uobičajeno bezobrazno život,umetnost,2
federiko garsija lorka – romansa mesecarka zeleno volim zeleno zelen vetar zelene grane brod moru koњ planini opasana senkom saњa verandi zelene puti kose zelene ocima hladnog srebra zeleno volim zeleno pod lunom cigankom stvari piљe њu a vidi zeleno volim zeleno velike zvezde iњa dolaze ribom senke otvara put zori smokva trљa vetar korom svojih grana a breg macak lupež ježi љute agave doći odakle ceka balkonu zelene puti kose zelene saњajući gorko more – kume daću ti koњa kuću sedlo њeno ogledalo noć њen ogrtac kume dolazim krvareći kabrinih klanaca – mogao mladiću lako nagodili ja ja niti dom – kume hoću umrem pristojno svojoj posteљi celika moguće holandskim cardavima zar vidid moju ranu grudi grla – trista crvenih ruža pokrivaju beli grudњak krv ti viri miride pojasa ja ja niti dom – pustite bar visoke verande pustite popnem pustite zelene verande verandice meseceve kapљe voda peњu dva kuma visoke verande ostavљajući trag krvi ostavљajući trag suza drhtali krovovi feњercići lima hiљadu staklenih defova raњavalo zoru zeleno volim zeleno zelen vetar zelene grane dva kuma popela dirok vetar ostavљao ustima cudan ukus žuci mentola bosiљka – kume reci gorko devojce – puta cekala sveža lica crne kose toj zelenoj verandi nad ogledalom bunara ciganka њiha zelene puti kose zelene ocima hladnog srebra mesecev stalaktit leda drži nad vodom noć postala intimna mali trg pijani žandari lupali vrata zeleno volim zeleno zelen vetar zelene grane brod moru koњ planini,umetnost,2
miroslav mika antić – dogovor dva tereta prvo prenosi teži ti drugo teško lakše savladani napor odlučuj putovanja nepogoda zametnuti tragovi biraj neshvatljiviju nauku počinji započete stvari interesuju pitanja interesuje poslednje pitanje miroslav mika antić – samoća svoju snagu prepoznaćeš po tome stanju izdržiš samoću džinovske zvezde samuju ivicama svemira sitne zbunjene sabijaju galaksije seme sekvoje bira čistine sunca uragana vazduha seme paprati zavlači prašume orao potrebu upozna nekim drugim orlom mravi izmislili narode svoju snagu prepoznaćeš po tome stanju prebrodiš trenutak trenutak teži strašniji duži vremena večnosti miroslav mika antić – protestna pesma svašta umem stvarno umem – razumem ja čuvao ljudi ovce negde nakraj sveta mojoj deci kajmak smeta luk im smeta… im smeta ja škole pešačio po kiši po snegu kćeri princeze svili legu jednom šmrknu dvaput kinu beže limuzinu svašta umem stvarno umem razumem ja krčio ocem šumu plik plika dlan ospe mome sinu – gospodinu teško đubre prospe mu mati reži žensko nek reži a on odmah kupi stvari kuće svet beži žvrlja pisma oproštajna puna bola ispadnemo pred njim krivi škola traži novac kuka moli – čime stan plati a ja šašav pustim mirno kući vrati drugo divno umem – razumem steko niko reko moram zboram leđa večno krivim prinčeva princeza živim a ja živim nadam negde čeka jedna šuma detinjstva vedrica vrućeg mleka tišina ispod brega plav lepet ptičjih krila ogromne žute zvezde al’ putevi zatravljeni nad magle tope odavno izbrisane bose dečje stope išao ja svet režanja bežanja išao odrastem umem vredi razumem,umetnost,2
httpmiroslavanticblogspotcomrasejanapesmahtml miroslav mika antić rasejana pesma httpsbalasevicinrsmiroslavmikaanticslutnja miroslav mika antić – slutnja httpsbalasevicinrsmiroslavmikaantickosmonautskapesmatekst miroslav mika antić – kosmonautska pesma httpsbalasevicinrsmiroslavmikaanticobjasnjenjetekst miroslav mika antić – objašnjenje httpsbalasevicinrsmiroslavmikaanticromansatekst miroslav mika antić – romansa,umetnost,2
 brate daj ,umetnost,2
httpsbalasevicinrsmiroslavmikaanticdjackikorzo miroslav mika antić – đački korzo httpsbalasevicinrsmiroslavmikaanticprvitangotekst miroslav mika antić – prvi tango httpsbalasevicinrsmiroslavmikaanticprvaljubavtekstpesme miroslav mika antić – prva ljubav,umetnost,2
 pesmeajde ti boljedaj ,umetnost,2
uzo loptu dao koš ćale reko šutiraj ,umetnost,2
tutu rutu tutu rutu zvoni telefon,umetnost,2
 pitaj dal zima po rosi ktitorima džoplinkine sise diram pitaj male šanse renesanse pitaj zašto sviram,umetnost,2
љubivoje rdumović – aždaja svome cedu tepa – nakazice lepa tobom lepotice grozna ostavićed svoju majku otići bajku bićed licnost negativna rugobice divna jedćed љude repe najmiliji akrepe a jadna majka celog veka vajka,umetnost,1
zašto aždaja plače ljubivoje ršumović aždaja gorko plače vređaju njeno aždajče rekli mu daje ružno majci došlo tužno nek gluvo slepo majci lepo,umetnost,1
httpsyoutubezydzmma,umetnost,2
httpsyoutubeugzfbibsik,umetnost,2
httpsyoutubeatgevwuukw httpsyoutubeeikvkapzyq,umetnost,1
httpsyoutubexszktopv,umetnost,1
čista poezija httpsyoutubekomrfzpcq adekvatan tekst httpswwwvremecomvremedobrodoslipadezinanasumalumaskaradu,umetnost,2
vrati krpice padni pamet misli obraz ti izgrebu iziđi preda oci zalaju otvori usta ćutaњe ti vilice razbije seti sećaњe ti zemљu pod stopalima raskopa dotle među dodlo vrati krpice krpice cistoga sna svilenog osmeha prugaste slutњe moga cipkastoga tkiva krpice tackaste nade žežene žeљe darenih pogleda kože moga lica vrati krpice vrati ti lepo kažem sludaj ti cudo skini maramu belu znamo tobom malih nogu istog canka srkalo istoj posteљi spavalo tobom zlooki nožu po krivom svetu hodalo tobom gujo pod koduљom cujed ti pretvornice skini maramu belu lažemo pročitajte baba vangini saveti sreću blagostaњe pravila novcanik pun para neću uprtiti krkace neću odneti kud kažed neću ni zlatom potkovan ni kola vetra tri tocka upregnut ni duginom uzdom zauzdan nemoj kupujed neću ni nogama čepu ni udenut iglu ni vezan cvor ni sveden obican prut nemoj pladid neću ni pecen ni prepecen ni presan posoљen neću ni snu nemoj zavaravad nidta pali neću napoљe moga zazidanog beskraja zvezdanog kola moga srca moga zalogaja sunca napoљe smednog krvi plime oseke napoљe mog ćutaњa suvom napoљe rekao napoљe napoљe žive provalije golog ocinskog stabla napoљe dokle vikati napoљe napoљe glave rasprskava napoљe napoљe dođu lutke a ja krvi svojoj kupam krpice kože odevam љuљadke im kose pravim kolica svojih prdљenova krilatice svojih obrva stvaram im leptire svojih osmeha divљac svojih zuba love vreme ubijaju kakva igra koren ti krv krunu životu žedne ti slike mozgu zar okca vrhovima prstiju svaku svaku stopu tri kotla namćor vode tri peći znamen vatre tri jame imena mleka hladan ti dah grla kamena pod levom sisom ptice britve tom kamenu tutu tutinu leglo praznine gladne makaze pocetka pocetka nebesku matericu ja pročitajte ovako grci farbaju jarko crveno stari trik morate probati mojim krpicama nećed vratid nećed spaliću ti ja obrve nećed dovek nevidљiva pomedaću ti dan noć glavi lupićed ti celom vratanca podrezaću ti raspevane nokte crtad dkolice po mozgu napujdaću ti magle kostiju ti popiju kukute jezika videćed ti ti radim seme ti sok sjaj tamu tacku kraju mog života svetu ti hoćed volimo možed pravid moga pepela krda moga grohota preostale dosade možed lepotice možed uhvatid pramen zaborava grlid noć praznoj koduљi љubid odjek ti umed volid beži cudo tragovi ujedaju ujedaju pradini nismo jedno drugo stamen hladan kroz gledan kroz prolazim kraja kraj nidta igre kud krpice pomedali vrati ćed њima uludo ti ramenima blede vrati nigdinu svoju beži beži cudo cuda ti oci ovamo cudo pročitajte nastavљa digitalizacija pijaca maju bezgotovinsko plaćaњe omogućeno pijacama stari merkator zemun blok crn ti jezik crno podne crna nada ti crno jeza bela ti kurjak pod grlo oluja ti posteљa strava uzglavљe diroko ti nepocinpoљe plameni ti zalogaji a vostani zubi ti žvaći izelice ti drago žvaći nem ti vetar voda nemo cveće ti nemo dkrgutaњe glasno ti jastreb srce maњe majke groze izbrisao ti lice svoga lica zderao ti senku senke izravnao bregove ravnice ti bregove pretvorio zavadio ti godidњa doba odbio strane sveta savio svoj životni put svoj neprohodni svoj nemogući ti gledaj sretned dosta recitoga smiљa dosta slatkih trica nidta neću cujem nidta dosta dosta reći posledњe dosta napuniću usta zemљom stisnuću zube presecem ispilobaњo presecem jednom svagda staću onakav kakav korena grane krune staću osloњen cvoruge biću glogov kolac jedino kvariigro bezveznice povratila dali cudo sakrilo nož pod maramu prekoracilo crtu podmetnulo nogu pokvarilo igru nebo prevrne sunce glavu razbije krpice rasture dali cudo cudom vrati krpice ja citala ivana,umetnost,2
httpsyoutubemihtrmrle httpsyoutubehsgxpzvw httpsyoutubeqmwutlza httpsyoutubeeohfokose httpsyoutubevetlyvus httpsyoutubevdsmlbkfrm httpsyoutubegphghtyrti httpsyoutubewqqifduza httpsyoutubeptgbrqvoo httpsyoutubeswiptyhxki httpsyoutubeowsfjsf httpsyoutubezdpynwphpy httpsyoutubelbrtoxcpk,umetnost,2
httpsyoutuberkvkwtp,umetnost,2
httpsyoutubefjodlvac,umetnost,2
srpska djevojka milice duge trepavice prekrile rumen jagodice jagodice bijelo lice ja gledah tri godine dana mogoh oci sagladiti crne oci ni bijelo lice ja skupih kolo đevojaka kolu milicu đevojku oci sagledao kolo travi igrade bjede vedro pak oblaci po oblaku zasjevade muњe đevojke k nebu pogledade al’ gleda milica đevojka đevojke tiho govoride oj milice nada drugarice il’ luda il’ odvide mudra gledad zelenu travu a gledad oblake đe muњe viju po oblaku al’ govori milica đevojka nit’ luda nit’ odvide mudra nit’ vila zbijam oblake đevojka — gledam preda ,umetnost,2
httpssrwikisourceorgsrecddbdbddbdbdbdbdbaddbddbdddbadbddbdbddb,umetnost,1
otačbina kamen zemљe srbije preteć suncu dere kroz oblak sumornog cela mracnim borama vekovecnosti prica dalekoj pokazujući nemom mimikom obraza svoga brazde duboke vekova tamnih tragovi crne bore mracne pećine a kamen piramida praha diže nebo kostiju krdnih gomila borbi protiv dudmana dedovi tvoji voљno slágali lepeći krvљu srca rođenog midica svojih kosti slomљene unucima spreme busiju oklen smelo preziruć dudmana cekat cete grabљive dotle tog kamena tog bedema nogom ćed stupit poganom drzned daљe cućed gromove tidinu zemљe slobodne grmљavinom stradnom kidaju razumećed srcem stradљivim ti smelim glasom govore ćed steњa tvrdom kamenu brijane glave teme ćelavo zanosnome strahu lupati al izraz jednu misao cućed borbe stradnoj lomљavi »otačbina srbina«,umetnost,1
httpssrwikisourceorgsrecdedbdadbdbddbdcdbddbddbddbfdbdbadbbd,umetnost,2
sumatra pisac milod objavљeno sinhrors bezbrižni laki nežni pomislimo tihi snežni vrhovi urala rastuži kakav bledi lik izgubismo jedno vece znamo negde potocić mesto њega rumeno tece po jedna љubav jutro tuđini dudu uvija tedњe beskrajnim mirom plavih kojih crvene zrna korala zavicaja tredњe probudimo noću smedimo drago mesec zapetim lukom milujemo daleka brda ledene gore blago rukom,umetnost,2
httpssrwikisourceorgwikiddbdbadbedbddaddbddbdbddbdbdbdbdbdbdddbdbbdb httpssrwikisourceorgsrecddbcdbddbdbcdbbdbdbdbedbdbdadb,umetnost,2
httpsyoutubeldpnjeluve,umetnost,2
httpsyoutubeucapavzohw httpsyoutubemzojqtik httpsyoutubezdehii httpsyoutubekoyhjsvxt httpsyoutubewpbbzqvgbw,umetnost,2
prekini majmunčino,umetnost,2
 bezbroj efektnih načina izvede jednu najtežih pesama recitovanje svaka čast kapa dole httpsyoutubefcqfbhjgago httpsyoutubebbnomupmz httpsyoutubelqvtpzhcw,umetnost,1
 mu mater šmole očigledno ja zadovoljiti ni dogi stajlom ni mišonarijem ni pajl drajverom padne bukake pokupi,umetnost,2
 spasa prepušten samom a ti sudbina teška obezhrabrujuća jadna glupa ti,umetnost,1
 cemu problem jbt smeta irelevant linkovima smeta cara vacca temi smeta skodi definicijama mesni nes moderisati kosma radila,umetnost,1
ja lopato ,umetnost,1
 razumete mesni dovoljno inteligentan zaboraviio propustio nauči rešenje samokažnjavanje sopstvenom potencijalnom pameću glupošću,umetnost,1
httpsyoutubeeceslrnbz slutim a slutiti jod jedino ja slutim oci cudno po životu vode gone snu dođu radim slutim a slutiti jod jedino ,umetnost,2
 autore vuk,umetnost,1
httpsyoutubemrysrhdd,umetnost,2
httpsyoutubehziclrtaci,umetnost,2
httpsopustenorspoezijanajlepsistihovipesamafnebojsedesankamaksimovicthtml,umetnost,2
„dakle izbismo mesto kosovske bitke desne strane gudio lab pun nove snage jeseњe kide žurio odnese veliku vest leve brežuљku slegalo zamidљeno muratovo turbe postrojide pratњi dtaba pojavi komandant junaci moji znate nalazite znate mesto zove zbijenom stroju lupkarala pudka pudku zatezale rameњace stojimo vidovdan godine istog dana istog sata poginula oba cara gazimestan kojem obilić popadali vojnici pogledam љube zemљu vaљda ja sagnuo primetio otkud izađe mlad oficir isukanom sabљom stade pred komandanta pozdravi raportira okrete stroju diže sabљu poce gromko gazimestanu milana rakića prvo izdade sluh vid ispred podiže breg turbetom zavi crveno osta viseći plamena zastava iskaza celog – planina uzvika lomilo nebo nova mlada srbija slavi vaskrs a ja mukom držao nogama osetih no videh odvoji jedinice trku stiže pred komandanta gospodine pukovnice ispevao ovu pesmu pozadi bombama odredu vojvode vuka odmah odjeknu komandantov glas dobrovoљac rakić napred cuo mogao ni koraknem cak ni otvorim usta rukavom diњela zaklonio lice pustio suze prvi posledњi put tada“,umetnost,2
 gazimestanu milan rakić silni oklopnici mane straha hladni vad oklop pogleda mrka vi jurnuste tada oblaku praha nastade tresak krvava trka zaљuљano carstvo survalo oluja prođe vrh kosova ravna kosovo postade nepregledna jama kosturnica stradna porazom slavna kosovski junaci zasluga vada posљedњi beste krvavoj stravi trulo carstvo oružja led svesna žrtva junak pravi kažu deci ovog veka nedostojni istorije nade zahvatila zapadњacka reka dude opasnosti plade dobra zemљo lažu voli voli mati ni poљa ni krdevi goli mogade drugom svesnu љubav dati dođe posledњeg boja neozaren starog oreola sjajem ja dati život otačbino znajući dajem zadto dajem,umetnost,2
httpsyoutubewxszdhc ja љubљah žarko jod gledo sunce jarko — sludo groma sludao oluju cudio tvojemu slavuju,umetnost,1
httpsvocarodduifqvquyh,umetnost,2
httpsvocarodaumrcrr ,umetnost,2
devojku dragu hvatam sisu nežno liže tiramisu,umetnost,1
httpswwwpoezijainfopohvalasvetomknezulazarujefimija httpsbalasevicinrsdesankamaksimoviczanerotkinjetrazimpomilovanje,umetnost,2
httpswwwprelepapoezijacomsinutisucljetnekulture,umetnost,1
httpsyoutubeprwdkxhtcm httpsyoutubebatbbrkgk httpsyoutubezpsgohgmya,umetnost,2
httpsyoutubeitijnskbqfm,umetnost,2
zar lepde vekovat’ santa marija de la salute,umetnost,1
dadada dupljak definitivno,umetnost,1
spamuju strah banovanja kalja obraz cesto,umetnost,2
 industrijski bager raskrči ,umetnost,2
httpsyoutubejcjsnzeqwy,umetnost,1
oo zar ti plačeš nebo tužno ti jebo,umetnost,2
 cemu problem jbt smeta irelevant linkovima smeta cara vacca temi smeta skodi definicijama mesni nes moderisati kosma radila smeta pravi termin remeti pravi termin pitanje im remeti užitak ovom sajtu rajsko mesto poremetiš dva klika slično dođe usamljena litica popadali odavno im duše mire smrću ☺️,umetnost,1
mracne grdne pomrcine l’ svjetlost kriti svjetlosti kriju raspaliti,umetnost,2
 tvrda hladna rec pala žive grudi kocka jada svejedno znala smiriću – živi nada jod posla predstoji spomen posivi duda okameni – uceći živi svejedno vrelo dumi leto praznik slavi odavno ja znala pustu kuću dan plavi ana ahmatova,umetnost,1
iza duma iza gora iza reka iza žbuњa trava – noćas ceka cudna zvezda plava zvezda prava cak verujed probaj setid zažmurid zaspid ti pokudaj cujed odletid stigned uhvatid sacuvad vratid pazi sasvim plava sasvim prava lepde spava saњa svitaњa daљe luta – tristo puta petsto puta druga nađe… treća… peta… snu zađe kraj sveta jod daљe iza kraja – beskraja takve zvezde cudid pazi negde ispustid budid pazi negde izgubi povredi takva zvezda životu znaci vredi ja ti neću reći zvezda plava zvezda sjajna nađed – ćed znati tajna miroslav mika antić,umetnost,1
httpsyoutubenlpfzbbcnhg,umetnost,2
httpsyoutuberjjrxrpuuy httpsyoutubemumztnk httpsyoutubezvxhtpobu httpsyoutubeewelgvw httpsyoutubehmtysya httpsyoutubeyqetkjrq httpsyoutubecoxwpdeccf,umetnost,2
httpswwwprelepapoezijacomsrpskipesnicidesankamaksimovic,umetnost,1
httpsyoutubejitfminpsc,umetnost,1
dajana – lepotica spava httpsyoutubebhpjqhjbai ponekad naivne al’ pravi glavi muške laži zvuče istine kažu ljubav slepa misle budi lepa naivna pesmu stoput čula ponavljam ja lepotica spava mala plava ref piće plati kući vrati marioneta ume smeta džepna venera naiva mera ženu mana lutku porcelana zvali sestra tuge savršena barbika pesmu stoput čula ma ti ja lepotica spava ja mala plava ja ja prava nositi dušama devojke bajke padamo zamke čula al’ slušala kažu idi mirno spavaj sanjaj malena ref piće plati kući vrati marioneta ume smeta džepna venera naiva mera ženu mana lutku porcelana zvali sestra tuge savršena barbika pesmu stoput čula,umetnost,2
ges hus bek,umetnost,2
kъd sъm prvi put zadzrnuja anu nlogo arno ana pisuvala komentarciki po fejsbuk a ja zadzrtaja tuj okolo srce pojavљuvalo nlogo toplacko a њojzini komentarciki ubavi puni sas cistotu takoj doodilo kude srce gi zadzrtam osećam arliju arliju uzripkujem sal trebu њojzine orate a kakoj orati sas glas znaem jodte al pradujem pradujem al jodte jъsnacko kъd gu sal videja ki proodi kroza cardiju ja priprajija basales sas mesidte ubavo lokaњe imalo puknica kъd ize ondak bibliju malko otvorili citujemo,umetnost,2
savetujem ti obrazuješ prvo siđeš jug poslušaš dijalekte ☺️ degenu,umetnost,1
kundačim zoru ponovno trijezan uzalud spavaš pomislih niodkud tvrdo drvo jutarnji ud prođoše dani meseca juna xajde izmariniraj majmuna,umetnost,1
malko baguje sajt,umetnost,1
avvl aj rekni kvo ti sviđa ovoj pisuva ene otido grčku al ovdeka slnce mlogo toplačko ci utepa bija plažu sg ,umetnost,1
httpswwwyoutubecomwatchvtrikuagu,umetnost,1
ivana žigon zapravo posmatra stvari humane perspektive dobra osoba oseća zaštićeno vidi dobrih ljudi srbiji upravo podilazi skeptičnim ljudima misle httpsyoutubetoziccwlko,umetnost,1
olivera aranđelović httpsyoutubexpbtlqvy pravedno svejedno zaplače tiče normalna sigurna jedno istina ostala ref x njeno čuva a otimam njeno pita a nju pitam moralno svejedno svaka žena dobije zaslužuje tražim dohvatim jurim uhvatim ma kriva krivica pripada ,umetnost,1
ceca cigani httpsyoutubetmzgtbpgpgc mostu odmah bacila mu ponoć leđa videla dana spava veran noću budan luta jednostavno takav danju dobar noću cigani udrite mu pare noćas uzmite zaduži rastuži cigani udrite kožu mu leđa skinite moli mu platim dug mu drug a ja mu dam dam ni lek danju čovek noću nečovek mostu odmah bacila srca izbacila dana spava veran noću budan luta jednostavno takav danju dobar noću cigani udrite mu pare noćas uzmite zaduži rastuži cigani udrite kožu mu leđa skinite moli mu platim dug mu drug cigani udrite mu pare noćas uzmite zaduži rastuži cigani udrite kožu mu leđa skinite moli mu platim dug mu drug a ja mu dam dam ni lek danju čovek noću nečovek,umetnost,1
httpsyoutubeygozwyzvbws brace yourself thats what tell myself cause ive been talking secrets into mirror never ever more than a whisper lips airtight scared when sleep night my subconscious take over let out everything dont wanna fall out yeah waiting time waiting place iii ii need somebody tell it will be alright somebody tell it will be just fine if someone has been there before say right now cause just need hear it somebody tell it will be alright somebody tell it will be just fine if someone has been there before say right now cause just need hear it could run but then id miss fun of feeling so good never would undo everything im having work through yeah waiting time waiting place iii ii need somebody tell it will be alright somebody tell it will be just fine if someone has been there before say right now cause just need hear it somebody tell it will be alright somebody tell it will be just fine if someone has been there before say right now cause just need hear it just need hear it just need hear it yeah yeah yeah just need just need yeah somebody tell it will be alright somebody tell it will be just fine if someone has been there before say right now cause just need hear it somebody tell it will be alright somebody tell it will be just fine if someone has been there before say right now cause just need hear it,umetnost,1
httpssrwikisourceorgsrecddbdbddbdbdbdbdbaddbddbdddbadbddbdbddb,umetnost,1
httpsyoutubenfulgvkyy lepa brena – belaja piše mujo nemačke jure strašne mačke kuku kakvu up’ semu vreme vajatu komšija mu vija fatu x čuje derventi raja belaja belaja x piše haso japana gejše mu slaba strana svake noći bolan sniva raju pliva komšiji sreća smeši mu noću hajru teši x čuje bihaću raja belaja belaja x piše huso francuske rulete voli ruske butik pored sene perjem kiti tudje žene vreme svanuća komšija mu puna kuća x čuje bosanska raja belaja belaja x,umetnost,2
 dve cade dom periњon,umetnost,2
httpsyoutubebedepqcno slavica tripunović dajana – po ludoj glavi igraju đavoli barem dva bori zavoli a drugi mu krišom podsmeva noćima spavam misli prevrću spavam sanjaću ludoj glavi igraju đavoli bori zavoli ref po dugme otpalo ostalo po dopalo svakim drugim piši propalo po tobom po mojoj torbi gomila lutaka svaku zovem tvojim imenom toj borbi trenutaka probodem svojom zlatnom iglicom prevari dugme toj maloj beloj košulji mojih golih leđa dušo pogini mojoj torbi gomila lutaka eh tih trenutaka ref po dugme otpalo ostalo po dopalo svakim drugim piši propalo po tobom po ,umetnost,2
reči suvišne httpsyoutubecfgrwgyy gore ljubavi ceca milost zamolim svuci po svakoj suzi tuci dete kazni ženu spasi prezirem manje ti opirem sav bol ostavi odeš gore ljubavi ref hiljadu razloga dovoljno dobrih mrzela ovim noćima duše plače hiljadu razloga ja tražim volela makar anđeo sama stubu srama,umetnost,1
uf kaljaj temu kaljaj irelevante ti svetu zagađuješ dušu,umetnost,2
lik imbecil kači folk pesme temu poezija no koment,umetnost,2
idemoo bossfight,umetnost,2
prepoznaćeš po ćutanju večni razgovaraju nadmudrio mudrost odneguj veštinu slušanja veliki odgovori sami otvaraju bezbroj rođenja nekih sitničavih smrti jednom budeš shvatio disao život stvarno naiđi dotaknem svetlošću pretvorim misao najdalja budućnost svoju budućnost čuje budućnosti glas praznih svetova čega nismo svesni nepostojanje postojanje poslednji rubovi beskraja tek pocetak beskrajnijeg traje dalje trajnijeg kratka znanja nemoj mučiti pitanjem preživeti umreti svih umiranja mika antić,umetnost,1
 ja volim poeziju,umetnost,1
labokv jesi ozbiljan,umetnost,2
brau gau alu mau auh maul auh maul pmulhterm baum hau au alkol jaus gutek drem hjum pseauou mauiu,umetnost,1
 pjesmo iznad neshvaćena nepoželjna poput komarca noći kroz prozor papir bacih eto ti milicija komunalna kažu svaka defka banalna prvooptuženog osvetnika analna,umetnost,1
