"post","tema"
"https://youtu.be/MIhtr18MrlE
https://youtu.be/hS2gxpZV49w
https://youtu.be/4QmWUT55lZA
https://youtu.be/eOhFoko2Se0
https://youtu.be/34VeTl4Yvus
https://youtu.be/Vdsm5lBKfRM
https://youtu.be/gPH0GHTyRtI
https://youtu.be/W-QQI1fDuzA
https://youtu.be/PTGBRQ-vO_o
https://youtu.be/swipt6yhXKI
https://youtu.be/_Ow_SF4jSf4
https://youtu.be/zdpYn1wPhPY
https://youtu.be/lBrtO_xC1Pk","umetnost"
"https://youtu.be/RK9vkwtp330","umetnost"
"https://youtu.be/_5fJOD0Lvac","umetnost"
"Српска дјевојка

У Милице дуге трепавице,
прекриле јој румен јагодице,
Јагодице и бијело лице.
Ја је гледах три године дана,
Не могох јој очи сагладити
Црне очи ни бијело лице
Већ ја скупих коло ђевојака,
И у колу Милицу ђевојку,
Не бих ли јој очи сагледао.
Када коло на трави играше
Бјеше ведро, пак се на облачи,
По облаку засјеваше муње.
Све ђевојке к небу погледаше,
Ал’ не гледа Милица ђевојка.
Ђевојке јој тихо говорише:
Ој, Милице, наша другарице,
Ил’ си луда, ил’ одвише мудра,
те све гледаш у зелену траву,
а не гледаш с нама у облаке,
Ђе се муње вију по облаку?
Ал’ говори Милица ђевојка:
Нит’ сам луда, нит’ одвише мудра,
Нит’ сам вила да збијам облаке,
Већ ђевојка — да гледам преда се.","umetnost"
"https://sr.wikisource.org/sr-ec/%D0%96%D0%B5%D0%BD%D0%B8%D0%B4%D0%B1%D0%B0_%D0%BA%D1%80%D0%B0%D1%99%D0%B0_%D0%92%D1%83%D0%BA%D0%B0%D1%88%D0%B8%D0%BD%D0%B0","umetnost"
"Отаџбина
И овај камен земље Србије,
Што, претећ' сунцу, дере кроз облак,
Суморног чела мрачним борама,
О вековечности прича далекој,
Показујући немом мимиком
Образа свога бразде дубоке.

Векова тамних3 то су трагови,
Те црне боре, мрачне пећине;
А камен овај, к'о пирамида
Што се из праха диже у небо,
Костију кршних то је гомила
Што су у борби против душмана
Дедови твоји вољно сла́гали,
Лепећи крвљу срца рођеног
Мишица својих кости сломљене,
Да унуцима спреме бусију,
Оклен ће некад смело, презирућ',
Душмана чекат' чете грабљиве.

И само дотле, до тог камена,
До тог бедема,
Ногом ћеш ступит', можда, поганом.
Дрзнеш ли даље?... Чућеш громове
Како тишину земље слободне
Са грмљавином страшном кидају;
Разумећеш их срцем страшљивим
Шта ти са смелим гласом говоре,
Па ћеш о стења тврдом камену
Бријане главе теме ћелаво
У заносноме страху лупати...
Ал' један израз, једну мисао,
Чућеш у борбе страшној ломљави:
»Отаџбина је ово Србина!«","umetnost"
"https://sr.wikisource.org/sr-ec/%D0%9E%D0%B3%D1%9A%D0%B5%D0%BD%D0%B0_%D0%9C%D0%B0%D1%80%D0%B8%D1%98%D0%B0_%D1%83_%D0%BF%D0%B0%D0%BA%D0%BB%D1%83","umetnost"
"Суматра 
Писац: Милош
Објављено на sinhro.rs.

Сад смо безбрижни, лаки и нежни.
Помислимо: како су тихи снежни
врхови Урала.

Растужи ли нас какав бледи лик,
што га изгубисмо једно вече,
знамо, да, негде, неки поточић,
место њега, румено тече.

По једна љубав, јутро, у туђини,
душу нам увија, све тешње,
бескрајним миром плавих мора ;
из којих црвене зрна корала,
као из завичаја трешње.

Пробудимо се ноћу и смешимо драго
на Месец са запетим луком.
И милујемо далека брда
и ледене горе, благо, руком.","umetnost"
"https://sr.wikisource.org/wiki/%D0%82%D0%B0%D0%BA%D0%BE%D0%BD_%D0%A1%D1%82%D0%B5%D1%84%D0%B0%D0%BD_%D0%B8_%D0%B4%D0%B2%D0%B0_%D0%B0%D0%BD%D1%92%D0%B5%D0%BB%D0%B0
https://sr.wikisource.org/sr-ec/%D0%97%D0%BC%D0%B8%D1%98%D0%B0_%D0%BC%D0%BB%D0%B0%D0%B4%D0%BE%D0%B6%D0%B5%D1%9A%D0%B0","umetnost"
"https://youtu.be/lDpnjE1LUvE","umetnost"
"https://youtu.be/UCaPAVZo5hw
https://youtu.be/_mZ-OJqti1k
https://youtu.be/4Z4d_eh2i5I
https://youtu.be/kOyHj5SvxT8
https://youtu.be/wpbbZ_QVGBw","umetnost"
"prekini bre majmunčino","umetnost"
"Kad neko na bezbroj efektnih načina može da izvede jednu od najtežih pesama za recitovanje.
Svaka čast i kapa dole!
https://youtu.be/fcQFbhJGaGo
https://youtu.be/BbNom9upmz4
https://youtu.be/LQ7vTp_Zhcw","umetnost"
"jebi mu mater šmole. očigledno je ja ne mogu zadovoljiti sam ni dogi stajlom, ni mišonarijem, ni pajl drajverom i mora da padne neki bukake ili tako to da se ovaj pokupi.","umetnost"
"Tebi nema spasa zato što si prepušten samom sebi, a to znači da ti je sudbina teška, obezhrabrujuća i jadna.
I glupa baš kao ti.","umetnost"
"Hahaha u cemu je problem jbt.
Smeta irelevant sa linkovima, smeta cara na vacca temi, smeta skodi na definicijama

Mesni nes moderisati, to je kosma radila","umetnost"
"ja ne lopato govna","umetnost"
"Kako ne razumete?
Mesni nije dovoljno inteligentan da bi zaboraviio koliko je propustio da nauči.
Rešenje: samokažnjavanje sopstvenom potencijalnom pameću kao i glupošću.","umetnost"
"https://youtu.be/3eceSlrnBz0

(...)
Али слутим, а слутити још једино знам.
Ја сад слутим за те очи да су баш оне
Што ме чудно по животу воде и гоне:
У сну дођу да ме виде шта ли радим сам.
Али слутим, а слутити још једино знам.
(...)","umetnost"
"da autore vuk","umetnost"
"https://youtu.be/mr9Ys4RhDd4","umetnost"
"https://youtu.be/HZICLrT_aCI","umetnost"
"https://opusteno.rs/poezija-najlepsi-stihovi-pesama-f172/ne-boj-se-desanka-maksimovic-t33556.html","umetnost"
"„Дакле избисмо на само место Косовске битке. С десне стране гудио је Лаб, пун нове снаге од јесење кише, и журио да однесе велику вест. С леве, на брежуљку, слегало се замишљено Муратово турбе. Постројише нас. У пратњи штаба појави се командант: ""Јунаци моји, знате ли где се налазите? Знате ли како се ово место зове?"" У збијеном строју лупкарала је пушка о пушку, затезале се рамењаче. ""Овде, где ми сада стојимо, на Видовдан 1389. године, истог дана и истог сата, погинула су оба цара! То је Газиместан на којем је Обилић..."" Око мене попадали војници. Погледам: љубе земљу! Ваљда сам се и ја био сагнуо, кад нисам приметио откуд изађе млад официр с исуканом сабљом. Стаде пред команданта, поздрави, рапортира нешто, па се окрете строју. Диже сабљу и поче громко: ""На Газиместану од Милана Ракића!"" Прво ме издаде слух, па онда и вид. Испред мене се подиже брег са турбетом, зави у црвено и оста висећи као пламена застава. Исказа ме целог – планина! Од узвика се ломило небо. Нова и млада Србија слави Васкрс, а ја? С муком сам се држао на ногама. Више осетих, но што видех, кад се неко одвоји из моје јединице и, у трку, стиже пред команданта: ""Господине пуковниче, тај који је испевао ову песму овде је са нама. Ево га позади, с бомбама, у одреду Војводе Вука!"" И одмах одјекну командантов глас: ""Добровољац Ракић, напред!"" Чуо сам све, али нисам могао ни да коракнем. Чак ни да отворим уста. Рукавом од шињела заклонио сам лице и пустио сузе, први и последњи пут тада.“","umetnost"
"На Газиместану
Милан Ракић

Силни оклопници, без мане и страха,
Хладни к'о ваш оклоп и погледа мрка,
Ви јурнусте тада у облаку праха,
И настаде тресак и крвава трка.

Заљуљано царство сурвало се с вама.
Кад олуја прође врх Косова равна,
Косово постаде непрегледна јама,
Костурница страшна и поразом славна.

Косовски јунаци, заслуга је ваша
Што посљедњи бесте. У крвавој страви,
Када труло царство оружја се маша,
Сваки леш је свесна жртва, јунак прави!

Данас нама кажу, деци овог века,
Да смо недостојни историје наше,
Да нас захватила западњачка река,
И да нам се душе опасности плаше.

Добра земљо моја, лажу! Ко те воли
Данас, тај те воли. Јер зна да си мати;
Јер пре нас ни поља ни кршеви голи
Не могаше другом свесну љубав дати.

И данас, кад дође до последњег боја,
Неозарен старог ореола сјајем,
Ја ћу дати живот, отаџбино моја,
Знајући шта дајем и зашто га дајем.","umetnost"
"https://youtu.be/2wXS3zdHc10

О, да те тако ја не љубљах жарко,
Још бих гледо твоје сунце јарко, —
Слушо у грома, слушао олују,
Чудио се твојему славују","umetnost"
"https://voca.ro/1ddUIfQVqUYH","umetnost"
"https://voca.ro/1da3u46MRCRR

bolje","umetnost"
"Devojku dragu, hvatam za sisu,
Dok mi nežno liže tiramisu","umetnost"
"https://www.poezija.info/pohvala-svetom-knezu-lazaru-jefimija/
https://balasevic.in.rs/desanka-maksimovic-za-nerotkinje-trazim-pomilovanje/","umetnost"
"https://www.prelepapoezija.com/sinu-tisucljetne-kulture/","umetnost"
"https://youtu.be/5pRWDkXhTCM
https://youtu.be/BaTb2brKGk0
https://youtu.be/ZpsGoh0gmyA","umetnost"
"https://youtu.be/iTIjNskbqFM","umetnost"
"Зар није лепше вековат’ у те, Санта Марија де ла Салуте?","umetnost"
"Dadada, nije dupljak definitivno","umetnost"
"spamuju ali ne ko pre, strah od banovanja kalja obraz cesto","umetnost"
"treba industrijski bager da raskrči govna.","umetnost"
"https://youtu.be/Jc3JsNZEqWY","umetnost"
"Oo zar ti opet plačeš nebo?,

Tužno jer sve sam ti jebo.","umetnost"
"Hahaha u cemu je problem jbt.
Smeta irelevant sa linkovima, smeta cara na vacca temi, smeta skodi na definicijama

Mesni nes moderisati, to je kosma radila

Smeta? Ne baš. Nije to pravi termin.
Remeti - je baš pravi termin. Pitanje je ŠTA im se remeti? Jer nije baš da je užitak biti na ovom sajtu, nije da je to neko rajsko mesto koje poremetiš sa dva klika ... i slično. Više dođe kao usamljena litica sa koje su svi popadali odavno ali im se duše ne mire sa smrću ... jbg. ☺️","umetnost"
"Мрачне, грдне помрчине, могу л’ оне свјетлост крити?
Свјетлости се оне крију, оне ће је распалити.","umetnost"
"И тврда, хладна реч је пала
На живе груди, коцка јада.
Свеједно, све сам то већ знала
И смирићу се – живи нада.

Још много посла предстоји мени:
Треба и спомен да посиви,
Треба да душа окамени –
Учећи опет како да живи.

Свеједно, врело шуми лето,
Као да празник неко слави.
Одавно ја сам знала све то,
И пусту кућу и дан плави.

 Ана Ахматова","umetnost"
"Иза шума, иза гора, иза река, иза мора,
жбуња, трава,
– опет ноћас тебе чека чудна нека звезда плава,
звезда права.

Чак и ако не верујеш, пробај тога да се сетиш.
Кад зажмуриш и кад заспиш, ти покушај да је чујеш,
да одлетиш,
да је стигнеш и ухватиш и сачуваш кад се вратиш.

Али пази:
ако није сасвим плава, сасвим права,
мора лепше да се спава, да се сања до свитања,
мора даље да се лута,
– тристо пута, петсто пута,
мора друга да се нађе… трећа… пета…
мора у сну да се зађе на крај света
и још даље иза краја – до бескраја.

Мора бити такве звезде.
Шта се чудиш?
Пази само да је негде не испустиш док се будиш.
Пази само да се негде не изгуби,
не повреди.
Таква звезда у животу много значи, много вреди.

Ја ти нећу рећи шта је ова звезда плава,
звезда сјајна.
Кад је нађеш – сам ћеш знати.
Сад је тајна.

Мирослав Мика Антић","umetnost"
"https://youtu.be/NLPfZbBcnHg","umetnost"
"https://youtu.be/rjJrxrpUUy8
https://youtu.be/M94UmZ47Tnk
https://youtu.be/zvxh6TPo4BU
https://youtu.be/ew35EL72gvw
https://youtu.be/6h3Mt6ys6yA
https://youtu.be/-9YqETK6jrQ
https://youtu.be/CoXwpdECCf8","umetnost"
"https://www.prelepapoezija.com/srpski-pesnici-2/desanka-maksimovic/","umetnost"
"https://youtu.be/jitFMInPs5c","umetnost"
"Dajana – Lepotica što spava
https://youtu.be/BhPj-QhjbAI

Sve smo mi ponekad tako naivne
Al’ nije svaki onaj pravi
Sve je to u glavi

Jer muške laži zvuče kao istine
Kad kažu da je ljubav slepa
Misle budi lepa i naivna

Pesmu što sam stoput čula
Ne ponavljam ja
Lepotica što spava
Tvoja mala plava

REF.
Piće mi plati i kući me vrati
Jer marioneta ne ume da smeta
Džepna Venera, naiva je mera
Za ženu bez mana, za lutku od porcelana
Zvali su me sestra tuge, savršena barbika
Tu sam pesmu stoput čula

Ma nisam ti ja 
lepotica što spava
To nisam bila ja, 
tvoja mala plava
To nisam bila ja, 
ja sam ona prava

Svi će oni nositi na dušama
Devojke iz ove bajke
Padamo u zamke

Čula sam al’ nikad nisam slušala
Kad kažu idi mirno spavaj
Samo mene sanjaj malena

REF.
Piće mi plati i kući me vrati
Jer marioneta ne ume da smeta
Džepna Venera, naiva je mera
Za ženu bez mana, za lutku od porcelana
Zvali su me sestra tuge, savršena barbika
Tu sam pesmu stoput čula","umetnost"
"Гес хус бек","umetnost"
"Къд съм први пут задзрнуја Ану 
Било ми нлого арно
Ана писувала коментарчики по Фејсбук
А ја задзртаја 
Туј ми се около срце нешто појављувало 
Нешто нлого топлачко
А њојзини коментарчики убави и пуни сас чистоту
Такој си ми доодило куде срце да ги задзртам и да осећам арлију
Од арлију да узрипкујем сал ми требу њојзине орате
А какој ли орати сас глас
Не знаем јоште
Ал прашујем си мене и прашујем ал не ми јоште јъсначко 
Къд би гу сал видеја ки прооди кроза чаршију ми 
Ја би припрајија басалес
Сас месиште убаво и за локање би имало
Пукница къд се изе ондак би Библију малко отворили да читујемо","umetnost"
"Savetujem ti da se obrazuješ. Kao prvo, da siđeš malo na jug i poslušaš dijalekte. ☺️ Degenu.","umetnost"
"Kundačim zoru ponovno trijezan
Uzalud spavaš pomislih niodkud
Tvrdo drvo jutarnji je ud
Prođoše dani meseca Juna
Xajde ,izmariniraj mi majmuna","umetnost"
"Malko baguje sajt","umetnost"
"Avvl aj mi rekni kvo ti se ne sviđa u ovoj što pisuva! Ene otido u Grčku al ovdeka slnce mlogo toplačko pa ci me utepa! Bija na plažu sg isto.","umetnost"
"https://www.youtube.com/watch?v=-2tR0iKUagU","umetnost"
"Ivana Žigon zapravo posmatra stvari iz humane perspektive.
Ona se kao dobra osoba oseća zaštićeno jer vidi da ima još dobrih ljudi u Srbiji.
Upravo zato ne podilazi skeptičnim ljudima koji misle da ne može da bude bolje.
https://youtu.be/To3ZIccwLKo","umetnost"
"Olivera Aranđelović - Moje je
https://youtu.be/XPBT_2LQ-vY

Znam da nije pravedno
ali mi je svejedno
to što ona zaplače
to se mene ne tiče
Nije bila normalna
već u tebe sigurna
samo jedno istina je
da bez tebe ostala je
Ref. 2x

Njeno je od mene da te čuva
a moje je od nje da otimam
njeno je o meni da te pita
a moje je za nju da ne pitam

Znam da nije moralno
ali mi je svejedno
svaka žena dobije
ono što zaslužuje
Sve što tražim dohvatim
sve što jurim uhvatim
ma nisam kriva to što si moj
sva krivica pripada njoj","umetnost"
"Ceca - Cigani
https://youtu.be/TMZgTBpgPGc

Da sam sad na mostu
Odmah bih se bacila
Kad sam mu u ponoć
Opet leđa videla
Preko dana spava, veran mi je
Noću budan luta, jednostavno takav je
Danju dobar, noću nije

Cigani, udrite!
Sve mu pare noćas uzmite
Neka se zaduži
Kad god me rastuži
Cigani, udrite!
Kožu mu sa leđa skinite
Da moli da mu platim dug
K'o da sam mu drug
A ja da mu ne dam, ne dam ni za lek
Kad je danju čovek, noću nečovek

Da sam sad na mostu
Odmah bih se bacila
Kada ga iz srca
Nisam još izbacila
Preko dana spava, veran mi je
Noću budan luta, jednostavno takav je
Danju dobar, noću nije

Cigani, udrite!
Sve mu pare noćas uzmite
Neka se zaduži
Kad god me rastuži
Cigani, udrite!
Kožu mu sa leđa skinite
Da moli da mu platim dug
K'o da sam mu drug
Cigani, udrite!
Sve mu pare noćas uzmite
Neka se zaduži
Kad god me rastuži
Cigani, udrite!
Kožu mu sa leđa skinite
Da moli da mu platim dug
K'o da sam mu drug
A ja da mu ne dam, ne dam ni za lek
Kad je danju čovek, noću nečovek","umetnost"
"https://youtu.be/ygozwYzvbws
Brace yourself
That's what I tell myself
'Cause I've been talking secrets into the mirror
Never ever more than a whisper
Lips airtight
Scared when I sleep I night
That my subconscious take over and let out
Everything I don't wanna fall out, yeah
Waiting for the time
Waiting for the place
And I-I-I, I-I need
Somebody to tell me it will be alright
Somebody to tell me it will be just fine
If someone has been there before
Say right now, 'cause I just need to hear it
Somebody to tell me it will be alright
Somebody to tell me it will be just fine
If someone has been there before
Say right now, 'cause I just need to hear it
I could run
But then I'd miss the fun
Of feeling so good that I never would undo
Everything I'm having to work through, yeah
Waiting for the time
Waiting for the place
And I-I-I, I-I need
Somebody to tell me it will be alright
Somebody to tell me it will be just fine
If someone has been there before
Say right now, 'cause I just need to hear it
Somebody to tell me it will be alright
Somebody to tell me it will be just fine
If someone has been there before
Say right now, 'cause I just need to hear it
I, I just need to hear it
I, I just need to hear it
Yeah, yeah, yeah
I just need
I just need
Yeah
Somebody to tell me it will be alright
Somebody to tell me it will be just fine
If someone has been there before
Say right now, 'cause I just need to hear it
Somebody to tell me it will be alright
Somebody to tell me it will be just fine
If someone has been there before
Say right now, 'cause I just need to hear it","umetnost"
"https://sr.wikisource.org/sr-ec/%D0%96%D0%B5%D0%BD%D0%B8%D0%B4%D0%B1%D0%B0_%D0%BA%D1%80%D0%B0%D1%99%D0%B0_%D0%92%D1%83%D0%BA%D0%B0%D1%88%D0%B8%D0%BD%D0%B0","umetnost"
"https://youtu.be/Nf1U_LgvkYY
Lepa Brena – Biće belaja
Piše Mujo iz Nemačke
Da ga jure strašne mačke
Ali ne zna kuku njemu
U kakvu je up’o semu

Za to vreme u vajatu
Komšija mu vija Fatu (x2)

Kada za to čuje
U Derventi raja
Biće belaja, biće belaja (x2)

Piše Haso iz Japana
Gejše su mu slaba strana
Svake noći bolan sniva
Da u raju s njima pliva

Komšiji se sreća smeši
Pa mu noću Hajru teši (x2)

Kada za to čuje
U Bihaću raja
Biće belaja, biće belaja (x2)

Piše Huso iz Francuske
Da rulete voli ruske
Ima butik pored Sene
Perjem kiti tudje žene

Za to vreme do svanuća
Komšija mu puna kuća (x2)

Kada za to čuje
Sva bosanska raja
Biće belaja, biće belaja (x2)","umetnost"
"Баш то, две чаше на сто и Дом Перињон","umetnost"
"https://youtu.be/BEDE1PQcn0o
Slavica Tripunović Dajana – Malo po malo

U ludoj glavi igraju đavoli
Za sada znam da su u meni barem dva
Jedan se bori da te ne zavoli
A onaj drugi mu se krišom podsmeva

Noćima ne spavam i misli mi se prevrću
Kad spavam znam da samo tebe sanjaću
U ludoj glavi igraju đavoli
Jedan se bori da te još ne zavoli

REF.
Malo po malo dugme otpalo
Ništa na meni nije ostalo
Malo po malo mi se dopalo
Sa svakim drugim je piši propalo
Kad je malo po malo
S tobom malo po malo

U mojoj torbi gomila lutaka
I svaku zovem samo tvojim imenom
Pa u toj borbi ima trenutaka
Da ih probodem svojom zlatnom iglicom

Prevari dugme na toj maloj, beloj košulji
Zbog mojih golih leđa dušo pogini
U mojoj torbi gomila lutaka
Eh, da je bilo više tih trenutaka

REF.
Malo po malo dugme otpalo
Ništa na meni nije ostalo
Malo po malo mi se dopalo
Sa svakim drugim je piši propalo
Kad je malo po malo
S tobom malo po malo","umetnost"
"Reči su suvišne.
https://youtu.be/9CfgR06wGyY
Gore Od Ljubavi - Ceca

Pre nego za milost zamolim svuci me
po svakoj suzi tuci me
ko dete kazni me
ko ženu spasi me

Tako mi malo treba da te prezirem
još mnogo manje da ti se ne opirem
sav bol u meni ostavi
odeš li to mi je gore od ljubavi

Ref.
Hiljadu razloga je
dovoljno dobrih da bih mrzela te
u ovim noćima bez duše
koja plače za nama

Hiljadu razloga je
ja tražim jedan da bih volela te
pa makar bila anđeo
sama na stubu srama","umetnost"
"Uf...
Ne kaljaj mi temu.

Ne kaljaj je Irelevante, svega ti na svetu. Zagađuješ mi dušu.","umetnost"
"Lik je imbecil ,kači folk pesme na temu Poezija.
No koment","umetnost"
"Idemoo bossfight","umetnost"
"Prepoznaćeš me po ćutanju.
Večni ne razgovaraju.

Da bi nadmudrio mudrost,
odneguj veštinu slušanja.

Veliki odgovori
sami sebe otvaraju.

Posle bezbroj rođenja
i nekih sitničavih smrti,
kad jednom budeš shvatio
da sve to što si disao

ne znači jedan život,

stvarno naiđi do mene
da te dotaknem svetlošću
i pretvorim u misao.

I najdalja budućnost
ima svoju budućnost,
koja u sebi čuje
svoje budućnosti glas.

I nema praznih svetova.

To, čega nismo svesni,
nije nepostojanje,
već postojanje bez nas.

Poslednji rubovi beskraja
tek su pocetak beskrajnijeg.

Ko traje dalje od trajnijeg
ne zna za kratka znanja.

Nikad se nemoj mučiti
pitanjem: kako preživeti,
nego: kako ne umreti
posle svih umiranja.  Mika Antić","umetnost"
"kako ja volim poeziju..","umetnost"
"Labokv jesi li ozbiljan?","umetnost"
"Brau gau alu mau
Auh maul auh maul
Pmulhterm baum hau au

Alkol jaus gutek drem
Hjum pseauou mauiu","umetnost"
"O moja pjesmo iznad ! 
Neshvaćena ,i nepoželjna 
Poput komarca u noći
Što kroz prozor papir bacih
Kad eto ti milicija komunalna
Kažu svaka defka je banalna
Prvooptuženog osvetnika analna","umetnost"
"Ubavilo

Kd si pomlad
ondak si mlogo ubav
ubavo se obukuješ
ubavo ti stoji obleklo
ubavo odiš po put
ubavo se premenjuješ
ubave devojke pogleđuješ
ubavo probiraš na vašari
ubave snajke seno zbiru
ubave  devojke i žene
na svadbe i udadbe
ubavo pojenje i šalenje
sas ovce i goveda
ubave marame i vutare
ubavi opanci i vezane čarape
ubavo igranje u kolo
ubave svirke uz gajde
ubavi momci oro vode
ubavi drvodelja krsno praji
saveljke i razboj za tkanje
ubave čerge se tkaju
ubavo se vezu čaršavi i jastuci
ubavo se oženil i udala
ubavo ga ti udesi
ubavo mu vrnu milo za drago
ubavo beše dok bev pomlad
ubavo si projdoše mile godine
ubavo mi majka pričala
ubava rabota, ubavo se svrši.
neje uvek ubavo takoj dobro
kd ti mladost projde
i dnske si se setim
od onoj majkino kazuvanje:
„ubavilo kuću ne zavilo“.","umetnost"
"Ubavo, nema šta","umetnost"
"Mravlji, baš si me puko po nostalgiji ☕","umetnost"
"Smem li da okačim moju zadnju pesmu, iako ne valja? Ali ako je čitate uopšte da ne budete prestrogi...","umetnost"
"Ako je vredno kmecanja daj","umetnost"
"Zadnju? Cek one pesme sto si kacila su tvoje, ja reko neki copy paste od negde :O","umetnost"
"Zadnju? Oh noooooooo cekam dnevnik rtsa","umetnost"
"https://imgflip.com/i/7xt09t","umetnost"
"Aduholz ne radi to","umetnost"
"ahudolz sreca smoleman ne moze vidi mogu zamisliti sta radi osnovcima u osnovnoj","umetnost"
"Loše ste me shvatili, najsvežije napisanu. Poslednje napisanu...

Nisu moje sve, ja stavim kad sam ja autor.
Ivana C. piše koga zanima","umetnost"
"Evo 

Kao i svaki poeta naturalis naslov nemam...

Moram da prekinem nit
koja se ušiva stotinama igala
u moja bolešljiva proleća
u sve grozničave dane
u noći i u sunca
I rađa bezbroj isprobadanih srca

Pokušaću da dozovem mrca
glasom od stakla i soli
sažetim okom od leda 
na vatri što se koprca
i svirepim arijama boli

Žmurim, žmurim,
prebrajam strahove u mraku
dlanova žuljavih žurim
da iskopam sopstvenu raku

Moram da pokidam konac 
koji mi veze smrt duž svakog koraka
i da zaustavim šilo udenuto ranama
Gordošću žive vatre 
i skrušenošću monaha
da prospem sebe kroz reč 
neispisanim stranama

Tako se mogu spasiti, možda i otarasiti
tako već mogu plivati bez da se bojim utona
možda će moja zora nečiji vrt ukrasiti
kad umirem neka je to od lepote sutona.

Ivana. C

Slaba je. Ne mogu baš da razaznam šta joj fali, ali osećam da fali","umetnost"
"ja se ne razumem jel valja ili ne i sta joj fali ali znam ono da ""bez muke se pjesma ne ispoja"", ovo nije iskucao neko kome je sve po taman","umetnost"
"Pa umetnost ona koja ima težinu i čistu lepotu nastaje samo i jedino iz patnje. 

Ali fali ovde nešto. S tim što sam ja previše lenja da radim na svojim žvrljotinama. A i nekako mi to nije to kad se dopravlja i doteruje","umetnost"
"Kolko si ti odlepljen od lepote druže ...","umetnost"
"Jeste li ikada čuli za narodnu erotsku poeziju?Znate onu od Vuka Karađića:
""J sam Sremac,kojeg jebe Nemac,
A svake noći,utera mi pevac!""
Ima i knjiga bosanske erotske poezije.Naziv knjige je ""Nešto mi se u gaćama diglo "".Autor te knjige mi je nepoznat.Svima su isto tako poznate i vojvođanske cajke,bezobrazni bećarci...
Neke od bećarskih:
""Jebo bi' je,ali ne bi' lizo,
Jer je pizda kraj dupeta blizo,aman!""","umetnost"
"Ti rece bices normalan","umetnost"
"Pišem nešto u vezi teme.I","umetnost"
"Dobro dr. Vuk, nemojte se srditi","umetnost"
"Totali ti si stvarno na nekoj ludoj žurci u svojoj glavi.","umetnost"
"Poezija je skup majstorski uvijenjh pomija u foliju nitkovskih fraza. Samo nitkovi je vole, samo pravi nitkovi je i stvaraju. Kao žanr ne bi trebala postojati inače jer nikome nije potrebna, kao mrtav jezik.","umetnost"
"Dobra","umetnost"
"cepaj

https://imgflip.com/i/80ekfv","umetnost"
"don quijote - 

Feniks

Ništa ne može da traje, lepo
Kasnije ili pre to postaje pep'o

U kovčeg prvi kucam ekser ja
Tamo su od krila mojih perja

Krila moja, što ne leteste dugo
Żivota lepog neizvozana prugo

Pepelu dragi, 
da od tebe posta feniks pravi,
Ja ću ti vatre dati iskre svetle
da moja duša bolna ozdravi
Anheli u srce tvoje žar metle.

Sve što je lepo da bude taman,
da san lepi ostane dosanjan.","umetnost"
"Moja ljubav - Jovan Dučić

Sva je moja duša ispunjena tobom,
kao tamna gora studenom tišinom;
Kao morsko bezdno neprovidnom tminom;
kao večni pokret nevidljivim dobom.

I tako beskrajna, i silna, i kobna,
tečeš mojom krvlju. Žena ili mašta?
Ali tvoga daha prepuno je svašta,
svugde si prisutna, svemu istodobna.

Kad pobele zvezde, u suton, kad lugom,
rađaš se u meni kao sunce noći,
i u mome telu drhtiš u samoći,
raspaljena ognjem ili smrzla tugom.

Na tvom tamnom moru lepote i kobi
, celo moje biće to je trepet sene;
O ljubljena ženo silnija od mene
– ti strujiš kroz moje vene u sve dobi.

Kao mračna tajna ležiš u dnu mene,
i moj glas je eho tvog ćutanja. Ja te
ni ne vidim gde si, a sve duge sate
od tebe su moje oči zasenjene.","umetnost"
"SKORO
SUDE MI

KNIGU PISE VITEZ RODA MOGA
U DALEKOJ ZEMLJI OKOVAN
PA JE SALJE SVOJOJ VIJERNOJ LJUBI
POD ZIDINE GRADA BIJELOGA

EJ LJUBE MOJA MOGA OKA VILO
IDU DANI ODE GODINA 
EJ DA UZA ME NIJE TVOJE TILO
I DA SU ME BRACA IZDALA

SUDE MI, ZATO STO SVOJE VOLIM
VOLIM NAJVISE, 
STO SAM BRANIO MOJE NAJDRAZE

SUDE MI, DUSMANI MOJE LJUBE
ALI NE ZNAJU, 
DA JE ISTINA VODA DUBOKA

EJ DJECO MILA VITE GRANE MOJE
POSLUSAJTE STO VAM GOVORIM
EJ KO NE LJUBI I NE CUVA SVOJE
BOZJEG LICA NECE VIDJETI

SUDE MI, ZATO STO SVOJE VOLIM
VOLIM NAJVISE, 
STO SAM BRANIO MOJE NAJDRAZE

SUDE MI, DUSMANI MOJE LJUBE
ALI NE ZNAJU, 
DA JE ISTINA VODA DUBOKA","umetnost"
"MIROSLAV ŠKORO BE LIKE","umetnost"
"Poezija od koje sam dobio trbušnjake smejući se

https://youtu.be/rxiNDpoeJbw?si=mdTV-jarf7efiIIR","umetnost"
"A tebi leče rane te pijane noći
Konobar, dok ne svane, piće neka toči
Popiješ ti za veče sve što zaradiš
Čulo se kô kalaši da ti budala si
Čulo se kô kalaši da ti budala si
Ma, čulo se kô kalaši to da ti budala si
Čulo se kô kalaši da ti budala si
Ma, čulo se kô kalaši to da ti budala si
Ma znaju te svuda, sve gazde iz kluba
Uvek praviš dug, ma praviš, praviš
Hej glavo luda, što tol'ko lutaš?
Vrati se na jug, ma vrati, vrati","umetnost"
